Valuta,Kontotype,Type,Beløp,Saldo,Dato,Referanse,Beskrivelse
NOK,Betalingsforpliktelser,Innskudd,1351.06,0,"2025-01-31 09:04:25","EFA Eiendom AS - 4711","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-1351.06,-1351.06,"2025-01-30 12:59:20","EFA Eiendom AS - 4711","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,955.83,0,"2025-01-24 14:57:13","Torggata 5 Skien AS - 4727","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-955.83,-955.83,"2025-01-24 09:29:30","Torggata 5 Skien AS - 4727","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,1000,0,"2025-01-17 14:32:46","Torggata 5 Skien AS - 4709","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-1000,-1000,"2025-01-17 09:00:42","Torggata 5 Skien AS - 4709","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,464.68,0,"2025-01-15 14:17:01","BM Prosjekt og Utvikling AS - 4701","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-464.68,-464.68,"2025-01-15 09:01:55","BM Prosjekt og Utvikling AS - 4701","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,393.33,0,"2025-01-10 14:23:15","Habitat Bolig AS - 4721","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-393.33,-393.33,"2025-01-10 09:38:11","Habitat Bolig AS - 4721","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,2248.32,0,"2025-01-07 14:51:36","Bjerget 33 Eiendom AS  - 4710","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-2248.32,-2248.32,"2025-01-07 09:00:25","Bjerget 33 Eiendom AS  - 4710","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,487.87,0,"2024-12-20 17:06:33","BM Prosjekt og Utvikling AS - 4691","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-487.87,-487.87,"2024-12-20 09:05:44","BM Prosjekt og Utvikling AS - 4691","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,2195.97,0,"2024-12-12 14:22:58","Habitat Bolig AS - 4702","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-2195.97,-2195.97,"2024-12-12 09:00:59","Habitat Bolig AS - 4702","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,455.83,0,"2024-11-26 09:04:55","Habitat Bolig AS - 4684","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-455.83,-455.83,"2024-11-25 23:00:40","Habitat Bolig AS - 4684","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,659.38,0,"2024-11-20 15:20:38","TBGEiendom AS - 4683","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-659.38,-659.38,"2024-11-20 09:06:17","TBGEiendom AS - 4683","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,500,0,"2024-10-15 14:49:54","Atlas Eiendom AS - 4659","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-500,-500,"2024-10-15 09:28:42","Atlas Eiendom AS - 4659","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,382.99,0,"2024-10-14 11:02:19","BFM 8 AS - 4656","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-382.99,-382.99,"2024-10-11 14:01:49","BFM 8 AS - 4656","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,908.34,0,"2024-10-04 13:42:55","Thorrud Bolig AS - 4651","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-908.34,-908.34,"2024-10-03 14:20:32","Thorrud Bolig AS - 4651","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,1314.78,0,"2024-09-30 08:43:16","Accrington AS  - 4649","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-1314.78,-1314.78,"2024-09-27 14:00:29","Accrington AS  - 4649","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,39.81,0,"2024-09-18 08:58:59","Atlas Eiendom AS - 4637","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-39.81,-39.81,"2024-09-17 14:12:27","Atlas Eiendom AS - 4637","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,2000,0,"2024-07-08 08:16:19","Quadrat Eiendom AS - 4566","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-2000,-2000,"2024-07-05 13:43:34","Quadrat Eiendom AS - 4566","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,2000,0,"2024-06-28 14:21:59","EBH Entreprenør AS - 4599","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-2000,-2000,"2024-06-28 10:00:17","EBH Entreprenør AS - 4599","Ubetalt tegning"
NOK,Betalingsforpliktelser,Innskudd,2000,0,"2024-06-18 08:02:46","LeilighetsExperten AS - 4592","Innskudd av tegnet beløp"
NOK,Betalingsforpliktelser,Kjøp,-2000,-2000,"2024-06-17 14:17:38","LeilighetsExperten AS - 4592","Ubetalt tegning"
NOK,Betalingsforpliktelser,Kjøp,2000,0,"2024-01-17 11:01:06","Kvitsand Hytter AS - 4482","Innskudd av tegnet beløp (fra tilgjengelig saldo)"
NOK,Betalingsforpliktelser,Kjøp,-2000,-2000,"2024-01-16 20:43:30","Kvitsand Hytter AS - 4482","Ubetalt tegning"
