company,loan_id,status,duration_months,innbetalte_terminer,estimated_repaid,interest_rate,forventet_renteinntekt,netto_renteinntekt,renter_utestaaende,netto_vs_forventet_renteinntekt_prosent,tildeling,total_forventet_avkastning,tilbakebetalt,total_faktisk_avkastning,faktisk_vs_forventet_avkastning_prosent,date,transaction_type,amount_nok
EFA Eiendom AS,4628,Aktiv,13,3,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2024-11-22,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,4,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2024-12-23,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,5,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-01-22,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,6,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-02-24,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,7,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-03-24,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,8,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-04-22,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,9,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-05-22,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,10,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-06-23,Renteinntekt,21.67
EFA Eiendom AS,4628,Aktiv,13,11,2025-10-24,13.0,281.66666666666663,233.08000000000004,48.58666666666659,82.75029585798819,2000.0,2281.6666666666665,0.0,233.08000000000004,10.215339663988315,2025-07-22,Renteinntekt,21.67
Atlas Eiendom AS,4637,Aktiv,24,0,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2024-09-26,Tildeling,-500.0
Atlas Eiendom AS,4637,Aktiv,24,1,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2024-10-28,Renteinntekt,5.52
Atlas Eiendom AS,4637,Aktiv,24,2,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2024-11-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,3,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2024-12-30,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,4,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-01-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,5,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-02-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,6,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-03-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,7,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-04-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,8,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-05-28,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,9,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-06-27,Renteinntekt,5.42
Atlas Eiendom AS,4637,Aktiv,24,10,2026-10-28,13.0,130.0,54.300000000000004,75.69999999999999,41.769230769230774,500.0,630.0,0.0,54.300000000000004,8.619047619047619,2025-07-28,Renteinntekt,5.42
BFM 8 AS,4644,Aktiv,20,0,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2024-09-27,Tildeling,-2500.0
BFM 8 AS,4644,Aktiv,20,1,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2024-10-11,Renteinntekt,15.34
BFM 8 AS,4644,Aktiv,20,2,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2024-11-11,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,3,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2024-12-09,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,4,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-01-10,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,5,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-02-11,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,6,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-03-10,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,7,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-04-10,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,8,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-05-12,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,9,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-06-10,Renteinntekt,29.17
BFM 8 AS,4644,Aktiv,20,10,2026-06-11,14.0,583.3333333333335,277.87000000000006,305.4633333333334,47.63485714285714,2500.0,3083.3333333333335,0.0,277.87000000000006,9.012000000000002,2025-07-11,Renteinntekt,29.17
Accrington AS,4649,Aktiv,23,0,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2024-10-10,Tildeling,-2000.0
Accrington AS,4649,Aktiv,23,1,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2024-10-28,Renteinntekt,11.18
Accrington AS,4649,Aktiv,23,2,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2024-11-28,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,3,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2024-12-30,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,4,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-01-27,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,5,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-02-26,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,6,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-03-26,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,7,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-04-28,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,8,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-05-26,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,9,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-06-26,Renteinntekt,20.0
Accrington AS,4649,Aktiv,23,10,2026-09-28,12.0,460.0,191.18,268.82,41.560869565217395,2000.0,2460.0,0.0,191.18,7.771544715447155,2025-07-28,Renteinntekt,20.0
Thorrud Bolig AS,4651,Aktiv,12,0,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2024-10-10,Tildeling,-1000.0
Thorrud Bolig AS,4651,Aktiv,12,1,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2024-11-12,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,2,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2024-12-12,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,3,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-01-10,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,4,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-02-11,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,5,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-03-10,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,6,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-04-16,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,7,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-05-12,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,8,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-06-10,Renteinntekt,11.67
Thorrud Bolig AS,4651,Aktiv,12,9,2025-11-12,14.0,140.0,105.03,34.97,75.02142857142857,1000.0,1140.0,0.0,105.03,9.213157894736842,2025-07-10,Renteinntekt,11.67
BFM 8 AS,4656,Aktiv,19,0,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2024-10-23,Tildeling,-500.0
BFM 8 AS,4656,Aktiv,19,1,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2024-11-11,Renteinntekt,3.25
BFM 8 AS,4656,Aktiv,19,2,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2024-12-09,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,3,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-01-10,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,4,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-02-11,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,5,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-03-10,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,6,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-04-10,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,7,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-05-12,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,8,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-06-10,Renteinntekt,5.83
BFM 8 AS,4656,Aktiv,19,9,2026-06-11,14.0,110.83333333333333,49.89,60.94333333333333,45.01353383458647,500.0,610.8333333333334,0.0,49.89,8.167530695770804,2025-07-11,Renteinntekt,5.83
Atlas Eiendom AS,4659,Aktiv,24,0,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2024-10-25,Tildeling,-500.0
Atlas Eiendom AS,4659,Aktiv,24,1,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2024-11-28,Renteinntekt,6.23
Atlas Eiendom AS,4659,Aktiv,24,2,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2024-12-30,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,3,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-01-28,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,4,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-02-28,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,5,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-03-28,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,6,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-04-28,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,7,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-05-28,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,8,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-06-27,Renteinntekt,5.42
Atlas Eiendom AS,4659,Aktiv,24,9,2026-11-28,13.0,130.0,49.59,80.41,38.146153846153844,500.0,630.0,0.0,49.59,7.871428571428572,2025-07-28,Renteinntekt,5.42
Habitat Bolig AS,4665,Aktiv,30,0,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2024-11-18,Tildeling,-1000.0
Habitat Bolig AS,4665,Aktiv,30,1,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2024-12-18,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,2,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-01-15,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,3,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-02-17,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,3,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-03-18,Forsinkelsesrente,0.02
Habitat Bolig AS,4665,Aktiv,30,4,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-03-18,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,5,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-04-15,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,6,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-05-14,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,7,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-06-16,Renteinntekt,10.42
Habitat Bolig AS,4665,Aktiv,30,8,2027-06-18,12.5,312.5,83.38,229.12,26.6816,1000.0,1312.5,0.0,83.38,6.352761904761904,2025-07-14,Renteinntekt,10.42
BFM 8 AS,4671,Aktiv,18,0,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2024-11-13,Tildeling,-1000.0
BFM 8 AS,4671,Aktiv,18,1,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2024-12-09,Renteinntekt,10.71
BFM 8 AS,4671,Aktiv,18,2,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-01-10,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,3,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-02-11,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,4,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-03-10,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,5,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-04-10,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,6,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-05-12,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,7,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-06-10,Renteinntekt,11.67
BFM 8 AS,4671,Aktiv,18,8,2026-06-09,14.0,210.0,92.4,117.6,44.0,1000.0,1210.0,0.0,92.4,7.636363636363637,2025-07-11,Renteinntekt,11.67
TBGEiendom AS,4683,Aktiv,24,0,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2024-12-02,Tildeling,-1000.0
TBGEiendom AS,4683,Aktiv,24,1,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-01-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,2,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-02-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,3,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-03-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,4,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-04-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,5,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-05-05,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,6,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-06-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,7,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-07-03,Renteinntekt,10.0
TBGEiendom AS,4683,Aktiv,24,8,2027-01-03,12.0,240.0,80.0,160.0,33.33333333333333,1000.0,1240.0,0.0,80.0,6.451612903225806,2025-08-04,Renteinntekt,10.0
Habitat Bolig AS,4684,Aktiv,30,0,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2024-12-09,Tildeling,-500.0
Habitat Bolig AS,4684,Aktiv,30,1,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2024-12-18,Renteinntekt,1.71
Habitat Bolig AS,4684,Aktiv,30,2,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-01-15,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,3,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-02-17,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,3,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-03-18,Forsinkelsesrente,0.01
Habitat Bolig AS,4684,Aktiv,30,4,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-03-18,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,5,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-04-15,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,6,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-05-14,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,7,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-06-16,Renteinntekt,5.21
Habitat Bolig AS,4684,Aktiv,30,8,2027-06-18,12.5,156.25,38.19,118.06,24.4416,500.0,656.25,0.0,38.19,5.819428571428571,2025-07-14,Renteinntekt,5.21
BM Prosjekt og Utvikling AS,4691,Aktiv,36,0,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-01-08,Tildeling,-500.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,1,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-01-30,Renteinntekt,4.77
BM Prosjekt og Utvikling AS,4691,Aktiv,36,2,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-03-03,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,3,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-03-31,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,4,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-04-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,5,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-05-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,6,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-06-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4691,Aktiv,36,7,2028-01-30,12.0,180.0,34.769999999999996,145.23000000000002,19.316666666666666,500.0,680.0,0.0,34.769999999999996,5.113235294117646,2025-07-30,Renteinntekt,5.0
BM Prosjekt og Utvikling AS,4701,Aktiv,35,0,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-01-28,Tildeling,-500.0
BM Prosjekt og Utvikling AS,4701,Aktiv,35,1,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-03-03,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,2,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-03-31,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,3,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-04-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,4,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-05-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,5,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-06-30,Renteinntekt,5.42
BM Prosjekt og Utvikling AS,4701,Aktiv,35,6,2028-02-03,13.0,189.58333333333331,32.52,157.0633333333333,17.153406593406597,500.0,689.5833333333333,0.0,32.52,4.715891238670696,2025-07-30,Renteinntekt,5.42
Habitat Bolig AS,4702,Aktiv,29,0,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-01-06,Tildeling,-2500.0
Habitat Bolig AS,4702,Aktiv,29,1,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-01-15,Renteinntekt,19.69
Habitat Bolig AS,4702,Aktiv,29,2,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-02-17,Renteinntekt,26.04
Habitat Bolig AS,4702,Aktiv,29,2,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-03-18,Forsinkelsesrente,0.04
Habitat Bolig AS,4702,Aktiv,29,3,2027-06-15,12.5,755.2083333333333,175.96999999999997,579.2383333333332,23.300855172413794,2500.0,3255.208333333333,0.0,175.96999999999997,5.405798399999999,2025-03-18,Renteinntekt,26.04
